"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.06002620673538,1.13200498132005,1.57460054723896,1.39103749258378,1.1009087808692,1
"AboriginalNeeds",0.746574552548474,0.228518057285181,0,0.319462025466611,0.82438446786366,1
"NaturalProducts",0.84269818974131,0.338729763387297,0.197291038222611,0.453726069012217,0.859031838526855,1
"CarbonStorage",1.01175953014083,0.752179327521793,0.889098167443231,0.924527091499776,0.980523915660648,1
"CoastalProtection",1.06284916789788,1.02179327521793,1.34009689006254,1.23144884870827,1.05972629632625,1
"CoastalLivelihoods",1.01671913568073,1.03113325031133,1.28568494220099,1.19441945192015,1.05017071314797,1
"TourismRecreation",0.959623607544861,0.466998754669987,0.421968355581718,0.606627515491378,0.89848866517384,1
"IconicPlacesSPecies",1.07540780123629,0.826276463262765,0.989100892968179,0.992582743776342,0.998085947518796,1
"CleanWaters",1.14275012335458,1.47384806973848,2.12907238089547,1.7683766311962,1.1982826469914,1
"Biodiversity",1.08159168511967,0.910336239103362,1.17308678538629,1.11779213034528,1.03039672792138,1
